Etc:Misc	SendProxy_PlayerObjectList
Etc:Misc:SentryBusterParticleChange	DispatchParticleEffect [overload 3]
Etc:Misc:SpectatorVoteFix	CVoteController::TryCastVote [clone]
Etc:MM_Spoof	CTFGameRules::GetCurrentMatchGroup
Etc:Player_Bullet_Bounding_Fix	FX_FireBullets
Etc:RateLimit_Exclude	CBaseMultiplayerPlayer::ShouldRunRateLimitedCommand [str]
Etc:SendProp_Override	CBaseServer::WriteDeltaEntities
Etc:SendProp_Override	CGameServer::SendClientMessages
Etc:SendProp_Override_Extension	SV_ComputeClientPacks
Etc:SendProp_Override	PackedEntity::GetPropsChangedAfterTick
Etc:SendProp_Override	SendTable_CalcDelta
Etc:SendProp_Override	SendTable_WritePropList
Etc:SendProp_Override	SV_DetermineUpdateType
Etc:Suppress_NB_Event_Messages	_SpewMessage [internal]
Etc:Target_ChangeGravity_Improved	CTargetChangeGravity::InputChangeGrav
Etc:Target_ChangeGravity_Improved	CTargetChangeGravity::InputResetGrav
Etc:Trigger_Filter_Fix	CBaseFilter::InputTestActivator
Etc:Unintended_Class_Weapon_Improvements	CBaseCombatCharacter::Weapon_Detach
Etc:Unintended_Class_Weapon_Improvements	CEconEntity::UpdateOnRemove
Etc:Unintended_Class_Weapon_Improvements	ClassCanBuild
Etc:Unintended_Class_Weapon_Improvements	CTFFists::Punch
Etc:Unintended_Class_Weapon_Improvements	CTFFists::SecondaryAttack
Etc:Unintended_Class_Weapon_Improvements	CTFMinigun::SecondaryAttack
Etc:Unintended_Class_Weapon_Improvements	CTFPlayerClassShared::SetCustomModel
Etc:Unintended_Class_Weapon_Improvements	CTFPlayer::DoClassSpecialSkill
Etc:Unintended_Class_Weapon_Improvements	CTFPlayer::EndClassSpecialSkill
Etc:Unintended_Class_Weapon_Improvements	CTFPlayer::ManageBuilderWeapons
Etc:Unintended_Class_Weapon_Improvements	CTFPlayerShared::UpdateEnergyDrinkMeter [clone]
Etc:Unintended_Class_Weapon_Improvements	CTFWeaponBase::Holster
Etc:Unintended_Class_Weapon_Improvements	CTFWeaponBaseMelee::SecondaryAttack
